title,genres,release_date,runtime,budget,revenue,director,popularity,vote_average,vote_count,overview
Aftermath,"['Action', 'Thriller']",2024-09-27,95,0,0,Brett Duffy,46.774,5.6,9,"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage."
Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']",2011-12-07,133,145000000,694713380,Brad Bird,46.751,7.1,9802,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster."
Perfect Days,['Drama'],2023-11-10,124,14000000,24094016,Matthias Lempert,46.738,7.789,1144,"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world."
Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']",2005-05-03,144,130000000,218100001,Ridley Scott,46.705,7.0,4228,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades."
I Want You,"['Drama', 'Romance']",2012-06-22,130,0,24016152,Fernando González Molina,46.664,7.4,1870,"The sexy Gin is the new love of Hache, but this can not forget his former girlfriend, so the love triangle is inevitable."
Summer of Sam,"['Crime', 'Drama', 'Thriller']",1999-06-28,142,22000000,19288130,Spike Lee,46.659,6.5,451,"During the summer of 1977, a killer known as the Son of Sam keeps all of New York City on edge with a series of brutal murders."
His Three Daughters,"['Drama', 'Comedy']",2024-09-05,104,0,0,Sam Levy,46.619,6.934,129,Emotions run high when three estranged sisters reunite in a cramped New York City apartment to watch over their ailing father during his final days.
Sleeping Dogs,"['Mystery', 'Thriller', 'Crime', 'Drama']",2024-03-21,112,0,0,Pouya Shahbazian,46.585,7.2,292,"Roy Freeman, an ex-homicide detective with a fractured memory, is forced to revisit a case he can't remember. As a man's life hangs in the balance on death row, Freeman must piece together the brutal evidence from a decade-old murder investigation, uncovering a sinister web of buried secrets and betrayals linking to his past. With only instincts to trust, he faces a chilling truth - sometimes, it's best to let sleeping dogs lie."
Mutant: Ghost War Girl,"['Science Fiction', 'Action']",2022-09-26,72,0,0,Liu Binjie,46.583,5.4,49,"Wu Qingqing is an agent of the International Security Alliance (to combat mutant crime) and is ordered to infiltrate Medusa Plastic Hospital to collect evidence of the secret research on genetic induction fluid by its direct consortium to create mutant fighters. Wu Qingqing successfully infiltrates, but was forced to inject a gene induction fluid."
Sniper: G.R.I.T. - Global Response & Intelligence Team,"['Action', 'Thriller']",2023-09-26,92,0,0,Oliver Thompson,46.574,6.6,138,"When an international terrorist cult threatens global political stability and kidnaps a fellow agent, Ace Sniper Brandon Beckett and the newly-formed Global Response & Intelligence Team – or G.R.I.T. – led by Colonel Stone must travel across the world to Malta, infiltrate the cult, and take out its leader to free Lady Death and stop the global threat."
Dange,"['Action', 'Drama', 'Thriller']",2024-03-01,150,0,0,Bejoy Nambiar,46.56,5.7,3,Former friends Xavier and Yuva meet again in college as adversaries when their respective cohorts come to blows during their annual cultural festival.
Which Brings Me to You,"['Romance', 'Comedy', 'Drama']",2023-12-08,98,0,0,Keith Bunin,46.552,6.2,108,"Two romantic burnouts, Jane and Will, are immediately drawn to each other at a mutual friend’s wedding. After a disastrous hookup in the coatroom, the two spend the next 24 hours together, trading candid confessions of messy histories and heartbreak, on the off chance that this fling might be the real thing."
The Devil's Advocate,"['Drama', 'Mystery', 'Thriller', 'Horror']",1997-10-17,144,57000000,153000000,Taylor Hackford,46.55,7.5,5942,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned."
The Lego Movie,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",2014-02-06,100,60000000,470759687,Phil Lord,46.546,7.418,7782,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe."
The Monkey King: Reborn,"['Animation', 'Action', 'Fantasy', 'Family']",2021-04-02,95,20000000,0,Wang Yunfei,46.489,7.195,320,"When the irritable monkey king visits a temple together with his master Tang Monk, he feels offended because of a trifle and thereupon accidentally destroys a magic tree growing on the sacred ground. This brings an ancient demon king back to life, who promptly kidnaps Tang Monk to take revenge for his long imprisonment. The monkey king and his followers have only three days to not only save their master but also to prevent the demon king from regaining his full powers and destroying the world…"
Jeepers Creepers: Reborn,"['Horror', 'Thriller', 'Mystery']",2022-09-15,88,5000000,6175213,Trevor Gureckis,46.477,5.4,977,"Forced to travel to a horror festival with her boyfriend, a young woman begins experiencing premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned — and that she is at the center of it all."
Inferno,"['Action', 'Drama', 'Romance']",1999-09-25,95,15000000,0,John G. Avildsen,46.477,6.1,309,"Eddie Lomax is a drifter who has been in a suicidal funk since the death of his close friend Johnny. Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early lending a hand and several area ladies offering aid and comfort."
Boom!,"['Family', 'Drama']",2024-11-02,80,0,0,Laura Polence,46.473,0.0,0,"After a skateboarding accident, Hugo (13) develops magical superpowers. He quickly becomes the coolest kid in school but now has to choose between status and friendship."
Zombieland,"['Comedy', 'Horror']",2009-10-02,88,23600000,102391540,Larry Hopkins,46.431,7.261,12164,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other."
Arthur the King,"['Adventure', 'Drama']",2024-03-15,107,19000000,34339848,Mikael Lindnord,46.42,7.78,630,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean."
Halloween II,['Horror'],2009-08-28,105,10000000,39421467,Timothy Healy,46.414,5.4,1390,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister."
Godzilla vs. Kong,"['Action', 'Science Fiction', 'Adventure']",2021-03-24,114,200000000,470116094,Nick Satriano,46.411,7.598,9930,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."
Don't Breathe,"['Horror', 'Thriller']",2016-06-08,89,9900000,159100000,Bryan Parker,46.399,7.013,7367,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.
Adagio,"['Crime', 'Thriller', 'Action']",2023-12-14,127,0,0,Lorenzo Mieli,46.379,6.541,206,"Tangled up with blackmail and crooked cops, the son of a former gangster seeks out his father's old friends, who risk everything to save him."
"Momonsters, La Película",['Animation'],2023-12-06,0,0,0,Fernando Alcaraz,46.366,0.0,0,
Bridge to Terabithia,"['Adventure', 'Drama', 'Family']",2007-02-15,96,60000000,137587063,Lauren Levine,46.353,7.31,4758,"Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen."
Attack: Part 2,[],,0,0,0,Daniel Hansen,46.333,0.0,0,
Geostorm,"['Action', 'Science Fiction', 'Thriller']",2017-10-12,109,120000000,221600160,Ashley Nicole Hudson,46.331,6.1,4748,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it."
Kung Fu Hustle,"['Action', 'Comedy', 'Crime', 'Fantasy']",2004-02-10,99,20000000,102034104,Wang Zhonglei,46.287,7.5,2769,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang."
Taming The Younger Sister-in-Law,"['Drama', 'Romance']",2020-12-11,111,0,0,Pae Kon,46.274,6.1,7,"One day, Min-sang who is not that handsome becomes a huge success because of a webtoon. Then he gets a sexy wife, Yu-ra, for himself. Min-sang is having a dream-like marriage with Yura. It has been a perfect day except for his sister-in-law Yu-mi, who hates her ugly self. Accidentally, he learned of his wife's dark past through his sister-in-law's diary, and this leads to a reversal of the relationship with her sister-in-law. Min-sang began to demand excessive demands from his sister-in-law, and Yu-mi began to accept them. Where will the end of the relationship between Min-sang, Yu-ra, and Yu-mi lead?"
